item,itemLabel,startDate,endDate,sourceDate,psid
Q12215117,سالم صباح السالم الصباح,1996-10-15,2001-02-14,,Q12215117-51DAB2A0-01D5-4D0B-BEDA-D3F6E3576BD9
Q57894,جابر مبارك الحمد الصباح,2001-02-14,2011-11-28,,Q57894-04C54A50-E02C-42F6-9B89-28D2559FE42A
Q12178548,أحمد الحمود الجابر الصباح,2011-12-13,2012-02-14,2022-05-29,Q12178548-2EC72358-F4FB-45EC-902D-B00B79BC2B07
Q16159745,أحمد الخالد الصباح,2012-02-14,2013-08-04,,Q16159745-405EBE46-51ED-4919-995C-13AC67D83023
Q16852103,خالد الجراح الصباح,2013-08-04,2016-12-10,,Q16852103-251C828A-A1A2-4CC5-AAB3-4D74AD62571E
Q16934197,محمد الخالد الحمد الصباح,2016-12-10,2017-12-11,,Q16934197-A46C48EC-0EA8-429E-AFD7-CDCEFA2CEB90
Q12247753,ناصر صباح الأحمد الصباح,2017-12-11,2019-11-18,,Q12247753-0b880e65-4855-66e1-4da1-7394d4d4fa98
Q79180644,أحمد منصور الأحمد الصباح,2019-12-17,2020-12-14,,Q79180644-A7B8D1A8-3589-4E9D-9552-250CCF25B45F
Q96202201,حمد جابر العلي الصباح,2020-12-14,2022-02-17,,Q96202201-FFCFF537-2019-4661-8715-DE8F7D1277E5
Q12179124,أحمد ناصر المحمد الصباح,2022-02-17,2022-03-09,,Q12179124-86322f5f-464c-e424-7e33-ca3ce591a18d
Q111161622,طلال الخالد الأحمد الصباح,2022-03-09,,2022-05-29,Q111161622-6574AACE-9767-4EA1-B59B-E11594A71C1E
