item,itemLabel,startDate,endDate
Q313661,سعد العبد الله السالم الصباح,1962-01-17,
Q641805,نواف الأحمد الجابر الصباح,1978-03-19,
Q12215117,سالم صباح السالم الصباح,1988-01-26,
Q12178548,أحمد الحمود الجابر الصباح,1991-04-20,
Q12228117,علي صباح السالم الصباح,1994-04-13,
Q16934197,محمد الخالد الحمد الصباح,1996-10-15,
Q641805,نواف الأحمد الجابر الصباح,2003-07-13,
Q57894,جابر مبارك الحمد الصباح,2006-02-09,
Q12204080,جابر خالد جابر الصباح,2007-10-28,
Q12178548,أحمد الحمود الجابر الصباح,2011-02-06,
Q16934197,محمد الخالد الحمد الصباح,2013-08-04,
Q16852103,خالد الجراح الصباح,2016-12-10,
Q16214166,أنس خالد الصالح,2019-11-18,
Q104175576,ثامر العلي الصباح,2020-12-14,
Q79180644,أحمد منصور الأحمد الصباح,2021-12-28,
Q109259869,أحمد نواف الأحمد الصباح,2022-03-09,
